Dex	Name	Nom	Form	Type1	Type2	Total	HP	Attack	Defense	SpAtk	SpDef	Speed	Gen	Ether	Psycox	IconUrl	PokeApiIdentifier	Abilities	HiddenAbility	IsFullyEvolved	Category	SmogonTier
979	Annihilape	Courrousinge		Fighting	Ghost	535	110	115	80	50	90	90	9	9	10	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0979.png	annihilape	vital-spirit,inner-focus	defiant	true	Normal	Uber
980	Clodsire	Terraiste		Poison	Ground	430	130	75	60	45	100	20	9	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0980.png	clodsire	poison-point,water-absorb	unaware	true	Normal	UU
981	Farigiraf	Farigiraf		Normal	Psychic	520	120	90	70	110	70	60	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0981.png	farigiraf	cud-chew,armor-tail	sap-sipper	true	Normal	ZU
982	Dudunsparce	Deusolourdo	Two-Segment Form	Normal		520	125	100	80	85	75	55	9	1	1	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0982.png	dudunsparce-two-segment	serene-grace,run-away	rattled	true	Normal	Unknown
983	Kingambit	Scalpereur		Dark	Steel	550	100	135	120	60	85	50	9	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0983.png	kingambit	defiant,supreme-overlord	pressure	true	Normal	OU
984	Great Tusk	Fort-Ivoire		Ground	Fighting	570	115	131	131	53	53	87	9	8	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0984.png	great-tusk	protosynthesis		true	Normal	OU
985	Scream Tail	Hurle-Queue		Fairy	Psychic	570	115	65	99	65	115	111	9	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0985.png	scream-tail	protosynthesis		true	Normal	NU
986	Brute Bonnet	Fongus-Furie		Grass	Dark	570	111	127	99	79	99	55	9	4	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0986.png	brute-bonnet	protosynthesis		true	Normal	PU
987	Flutter Mane	Flotte-Mèche		Ghost	Fairy	570	55	55	55	135	135	135	9	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0987.png	flutter-mane	protosynthesis		true	Normal	Uber
988	Slither Wing	Rampe-Ailes		Bug	Fighting	570	85	135	79	85	105	81	9	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0988.png	slither-wing	protosynthesis		true	Normal	UU
989	Sandy Shocks	Pelage-Sablé		Electric	Ground	570	85	81	97	121	85	101	9	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0989.png	sandy-shocks	protosynthesis		true	Normal	UU
990	Iron Treads	Roue-de-Fer		Ground	Steel	570	90	112	120	72	70	106	9	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0990.png	iron-treads	quark-drive		true	Normal	OU
991	Iron Bundle	Hotte-de-Fer		Ice	Water	570	56	80	114	124	60	136	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0991.png	iron-bundle	quark-drive		true	Normal	Uber
992	Iron Hands	Paume-de-Fer		Fighting	Electric	570	154	140	108	50	68	50	9	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0992.png	iron-hands	quark-drive		true	Normal	UUBL
993	Iron Jugulis	Têtes-de-Fer		Dark	Flying	570	94	80	86	122	80	108	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0993.png	iron-jugulis	quark-drive		true	Normal	UU
994	Iron Moth	Mite-de-Fer		Fire	Poison	570	80	70	60	140	110	110	9	9	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0994.png	iron-moth	quark-drive		true	Normal	OU
995	Iron Thorns	Épine-de-Fer		Rock	Electric	570	100	134	110	70	84	72	9	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0995.png	iron-thorns	quark-drive		true	Normal	NUBL
996	Frigibax	Frigodo		Dragon	Ice	320	65	75	45	35	45	55	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0996.png	frigibax	thermal-exchange	ice-body	false	Normal	LC
997	Arctibax	Cryodo		Dragon	Ice	423	90	95	66	45	65	62	9	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0997.png	arctibax	thermal-exchange	ice-body	false	Normal	NFE
998	Baxcalibur	Glaivodo		Dragon	Ice	600	115	145	92	75	86	87	9	4	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0998.png	baxcalibur	thermal-exchange	ice-body	true	Normal	Uber
999	Gimmighoul	Mordudor	Chest Form	Ghost		300	45	30	70	75	70	10	9	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0999.png	gimmighoul	rattled		false	Normal	LC
1000	Gholdengo	Gromago		Steel	Ghost	550	87	60	95	133	91	84	9	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1000.png	gholdengo	good-as-gold		true	Normal	OU
1001	Wo-Chien	Chongjian		Dark	Grass	570	85	85	100	95	135	70	9	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1001.png	wo-chien	tablets-of-ruin		true	Legendary	PU
1002	Chien-Pao	Baojian		Dark	Ice	570	80	120	80	90	65	135	9	9	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1002.png	chien-pao	sword-of-ruin		true	Legendary	Uber
1003	Ting-Lu	Dinglu		Dark	Ground	570	155	110	125	55	80	45	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1003.png	ting-lu	vessel-of-ruin		true	Legendary	OU
1004	Chi-Yu	Yuyu		Dark	Fire	570	55	80	80	135	120	100	9	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1004.png	chi-yu	beads-of-ruin		true	Legendary	Uber
1005	Roaring Moon	Rugit-Lune		Dragon	Dark	590	105	139	71	55	101	119	9	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1005.png	roaring-moon	protosynthesis		true	Normal	Uber
1006	Iron Valiant	Garde-de-Fer		Fairy	Fighting	590	74	130	90	120	60	116	9	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1006.png	iron-valiant	quark-drive		true	Normal	OU
1007	Koraidon	Koraidon		Fighting	Dragon	670	100	135	115	85	100	135	9	4	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1007.png	koraidon	orichalcum-pulse		true	Legendary	Uber
1008	Miraidon	Miraidon		Electric	Dragon	670	100	85	100	135	115	135	9	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1008.png	miraidon	hadron-engine		true	Legendary	AG
1009	Walking Wake	Serpente-Eau		Water	Dragon	590	99	83	91	125	83	109	9	6	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1009.png	walking-wake	protosynthesis		true	Normal	OU
1010	Iron Leaves	Vert-de-Fer		Grass	Psychic	590	90	130	88	70	108	104	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1010.png	iron-leaves	quark-drive		true	Normal	RUBL
1011	Dipplin	Pomdramour		Grass	Dragon	485	80	80	110	95	80	40	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1011.png	dipplin	supersweet-syrup,gluttony	sticky-hold	false	Normal	ZU
1012	Poltchageist	Poltchageist		Grass	Ghost	308	40	45	45	74	54	50	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1012.png	poltchageist	hospitality	heatproof	false	Normal	LC
1013	Sinistcha	Théffroyable		Grass	Ghost	508	71	60	106	121	80	70	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1013.png	sinistcha	hospitality	heatproof	true	Normal	UU
1014	Okidogi	Félicanis		Poison	Fighting	555	88	128	115	58	86	80	9	3	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1014.png	okidogi	toxic-chain	guard-dog	true	Legendary	UUBL
1015	Munkidori	Fortusimia		Poison	Psychic	555	88	75	66	130	90	106	9	2	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1015.png	munkidori	toxic-chain	frisk	true	Legendary	NU
1016	Fezandipiti	Favianos		Poison	Fairy	555	88	91	82	70	125	99	9	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1016.png	fezandipiti	toxic-chain	technician	true	Legendary	UU
1017	Ogerpon	Ogerpon	Teal Mask	Grass		550	80	120	84	60	96	110	9	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1017.png	ogerpon	defiant		true	Legendary	RUBL
1017	Ogerpon	Ogerpon	Wellspring Mask	Grass	Water	550	80	120	84	60	96	110	9			https://projectpokemon.org/images/sprites-models/sv-sprites-home/1017_01.png	ogerpon-wellspring-mask	water-absorb		true	Legendary	OU
1017	Ogerpon	Ogerpon	Hearthflame Mask	Grass	Fire	550	80	120	84	60	96	110	9			https://projectpokemon.org/images/sprites-models/sv-sprites-home/1017_02.png	ogerpon-hearthflame-mask	mold-breaker		true	Legendary	Unknown
1017	Ogerpon	Ogerpon	Cornerstone Mask	Grass	Rock	550	80	120	84	60	96	110	9			https://projectpokemon.org/images/sprites-models/sv-sprites-home/1017_03.png	ogerpon-cornerstone-mask	sturdy		true	Legendary	Unknown
1018	Archaludon	Pondralugon		Steel	Dragon	600	90	105	130	125	65	85	9	1	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1018.png	archaludon	stamina,sturdy	stalwart	true	Normal	Uber
1019	Hydrapple	Pomdorochi		Grass	Dragon	540	106	80	110	120	80	44	9	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1019.png	hydrapple	supersweet-syrup,regenerator	sticky-hold	true	Normal	UU
1020	Gouging Fire	Feu-Perçant		Fire	Dragon	590	105	115	121	65	93	91	9	5	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1020.png	gouging-fire	protosynthesis		true	Normal	Uber
1021	Raging Bolt	Ire-Foudre		Electric	Dragon	590	125	73	91	137	89	75	9	2	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1021.png	raging-bolt	protosynthesis		true	Normal	OU
1022	Iron Boulder	Roc-de-Fer		Rock	Psychic	590	90	120	80	68	108	124	9	3	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1022.png	iron-boulder	quark-drive		true	Normal	UUBL
1023	Iron Crown	Chef-de-Fer		Steel	Psychic	590	90	72	100	122	108	98	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1023.png	iron-crown	quark-drive		true	Normal	OU
1024	Terapagos	Terapagos	Terastal Form	Normal		600	95	95	110	105	110	85	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1024.png	terapagos-terastal	tera-shell		true	Legendary	Unknown
1025	Pecharunt	Pêchaminus		Poison	Ghost	600	88	88	160	88	88	88	9	2	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/1025.png	pecharunt	poison-puppeteer		true	Mythical	OU
3	Mega-Venusaur	Florizarre	Mega Venusaur	Grass	Poison	625	80	100	123	122	120	80	1	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0003_01.png	venusaur-mega	thick-fat		true	Mega	Unkown
6	Mega-Charizard	Dracaufeu	Mega Charizard X	Fire	Dragon	634	78	130	111	130	85	100	1	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0006_01.png	charizard-mega-x	tough-claws		true	Mega	Unkown
6	Mega-Charizard	Dracaufeu	Mega Charizard Y	Fire	Flying	634	78	104	78	159	115	100	1	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0006_02.png	charizard-mega-y	drought		true	Mega	Unkown
9	Mega-Blastoise	Tortank	Mega Blastoise	Water		630	79	103	120	135	115	78	1	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0009_01.png	blastoise-mega	mega-launcher		true	Mega	Unkown
15	Mega-Beedrill	Dardargnan	Mega Beedrill	Bug	Poison	495	65	150	40	15	80	145	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0015_01.png	beedrill-mega	adaptability		true	Mega	Unkown
18	Mega-Pidgeot	Roucarnage	Mega Pidgeot	Normal	Flying	579	83	80	80	135	80	121	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0018_01.png	pidgeot-mega	no-guard		true	Mega	Unkown
65	Mega-Alakazam	Alakazam	Mega Alakazam	Psychic		590	55	50	65	175	95	150	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0065_01.png	alakazam-mega	trace		true	Mega	Unkown
80	Mega-Slowbro	Flagadoss	Mega Slowbro	Water	Psychic	590	95	75	180	130	80	30	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0080_01.png	slowbro-mega	regenerator		true	Mega	Unkown
94	Mega-Gengar	Ectoplasma	Mega Gengar	Ghost	Poison	600	60	65	80	170	95	130	1	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0094_01.png	gengar-mega	shadow-tag		true	Mega	Unknown
115	Mega-Kangaskhan	Kangourex	Mega Kangaskhan	Normal		590	105	125	100	60	100	100	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0115_01.png	kangaskhan-mega	parental-bond		true	Mega	Unkown
127	Mega-Pinsir	Scarabrute	Mega Pinsir	Bug	Flying	600	65	155	120	65	90	105	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0127_01.png	pinsir-mega	aerilate		true	Mega	Unkown
130	Mega-Gyarados	Léviator	Mega Gyarados	Water	Dark	640	95	155	109	70	130	81	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0130_01.png	gyarados-mega	mold-breaker		true	Mega	Unkown
142	Mega-Aerodactyl	Ptéra	Mega Aerodactyl	Rock	Flying	615	80	135	85	70	95	150	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0142_01.png	aerodactyl-mega	tough-claws		true	Mega	Unkown
181	Mega-Ampharos	Pharamp	Mega Ampharos	Electric	Dragon	610	90	95	105	165	110	45	2	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0181_01.png	ampharos-mega	mold-breaker		true	Mega	Unkown
208	Mega-Steelix	Steelix	Mega Steelix	Steel	Ground	610	75	125	230	55	95	30	2	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0208_01.png	steelix-mega	sand-force		true	Mega	Unkown
212	Mega-Scizor	Cizayox	Mega Scizor	Bug	Steel	600	70	150	140	65	100	75	2	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0212_01.png	scizor-mega	technician		true	Mega	Unkown
214	Mega-Heracross	Scarhino	Mega Heracross	Bug	Fighting	600	80	185	115	40	105	75	2	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0214_01.png	heracross-mega	skill-link		true	Mega	Unkown
229	Mega-Houndoom	Démolosse	Mega Houndoom	Fire	Dark	600	75	90	90	140	90	115	2	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0229_01.png	houndoom-mega	solar-power		true	Mega	Unkown
248	Mega-Tyranitar	Tyranocif	Mega Tyranitar	Rock	Dark	700	100	164	150	95	120	71	2	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0248_01.png	tyranitar-mega	sand-stream		true	Mega	Unknown
254	Mega-Sceptile	Jungko	Mega Sceptile	Grass	Dragon	600	70	110	75	145	85	145	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0254_01.png	sceptile-mega	lightning-rod		true	Mega	Unkown
257	Mega-Blaziken	Braségali	Mega Blaziken	Fire	Fighting	630	80	160	80	130	80	100	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0257_01.png	blaziken-mega	speed-boost		true	Mega	Unkown
260	Mega-Swampert	Laggron	Mega Swampert	Water	Ground	600	100	150	110	95	110	70	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0260_01.png	swampert-mega	swift-swim		true	Mega	Unkown
282	Mega-Gardevoir	Gardevoir	Mega Gardevoir	Psychic	Fairy	618	68	85	65	165	135	100	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0282_01.png	gardevoir-mega	pixilate		true	Mega	Unkown
303	Mega-Mawile	Mysdibule	Mega Mawile	Steel	Fairy	480	50	105	125	55	95	50	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0303_01.png	mawile-mega	huge-power		true	Mega	Unkown
306	Mega-Aggron	Galeking	Mega Aggron	Steel		630	70	140	230	60	80	50	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0306_01.png	aggron-mega	filter		true	Mega	Unknown
308	Mega-Medicham	Charmina	Mega Medicham	Fighting	Psychic	460	60	100	85	80	85	100	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0308_01.png	medicham-mega	pure-power		true	Mega	Unkown
310	Mega-Manectric	Elecsprint	Mega Manectric	Electric		575	70	75	80	135	80	135	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0310_01.png	manectric-mega	intimidate		true	Mega	Unkown
354	Mega-Banette	Branette	Mega Banette	Ghost		555	64	165	75	93	83	75	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0354_01.png	banette-mega	prankster		true	Mega	Unkown
359	Mega-Absol	Absol	Mega Absol	Dark		565	65	150	60	115	60	115	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0359_01.png	absol-mega	magic-bounce		true	Mega	Unkown
445	Mega-Garchomp	Carchacrok	Mega Garchomp	Dragon	Ground	700	108	170	115	120	95	92	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0445_01.png	garchomp-mega	sand-force		true	Mega	Unkown
448	Mega-Lucario	Lucario	Mega Lucario	Fighting	Steel	625	70	145	88	140	70	112	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0448_01.png	lucario-mega	adaptability		true	Mega	Unkown
460	Mega-Abomasnow	Blizzaroi	Mega Abomasnow	Grass	Ice	594	90	132	105	132	105	30	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0460_01.png	abomasnow-mega	snow-warning		true	Mega	Unkown
475	Mega-Gallade	Gallame	Mega Gallade	Psychic	Fighting	618	68	165	95	65	115	110	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0475_01.png	gallade-mega	inner-focus		true	Mega	Unkown
531	Mega-Audino	Nanméouïe	Mega Audino	Normal	Fairy	545	103	60	126	80	126	50	5	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0531_01.png	audino-mega	pixilate		true	Mega	Unkown
719	Mega-Diancie	Diancie	Mega Diancie	Rock	Fairy	700	50	160	110	160	110	110	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0719_01.png	diancie-mega	tough-skin		true	Mega	Unkown
334	Mega-Altaria	Altaria	Mega Altaria	Dragon	Fairy	590	75	110	110	110	105	80	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0334_01.png	altaria-mega	magic-bounce		true	Mega	Unkown
373	Mega-Salamence	Drattak	Mega Salamence	Dragon	Flying	700	95	145	130	120	90	120	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0373_01.png	salamence-mega	aerilate		true	Mega	Unknown
376	Mega-Metagross	Métalosse	Mega Metagross	Steel	Psychic	700	80	145	150	105	110	110	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0376_01.png	metagross-mega	tough-claws		true	Mega	Unknown
380	Mega-Latias	Latias	Mega Latias	Dragon	Psychic	700	80	100	120	140	150	110	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0380_01.png	latias-mega	levitate		true	Mega	Unknown
381	Mega-Latios	Latios	Mega Latios	Dragon	Psychic	700	80	130	100	160	120	110	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0381_01.png	latios-mega	levitate		true	Mega	Unknown
428	Mega-Lopunny	Lockpin	Female Mega Lopunny	Normal	Fighting	600	65	136	94	54	96	135	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0428_01.png	lopunny-mega	jumping-punch		true	Mega	Unkown
362	Mega-Glalie	Oniglali	Mega Glalie	Ice		580	80	120	80	120	80	100	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0362_01.png	glalie-mega	refrigerate		true	Mega	Unkown
323	Mega-Camerupt	Camérupt	Mega Camerupt	Fire	Ground	600	70	120	100	145	105	20	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0323_01.png	camerupt-mega	speed-boost		true	Mega	Unkown
319	Mega-Sharpedo	Sharpedo	Mega Sharpedo	Dark	Water	610	70	140	70	110	65	105	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0319_01.png	sharpedo-mega	strong-jaw		true	Mega	Unkown
302	Mega-Sableye	Ténéfix	Mega Sableye	Dark	Ghost	480	50	85	125	85	115	20	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0302_01.png	sableye-mega	prankster		true	Mega	Unkown
150	Mega-Mewtwo	Mewtwo	Mega Mewtwo X	Psychic	Fighting	780	106	190	100	154	100	130	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0150_01.png	mewtwo-mega-x	steadfast		true	Mega	Uber
150	Mega-Mewtwo	Mewtwo	Mega Mewtwo Y	Psychic		780	106	150	70	194	120	140	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0150_02.png	mewtwo-mega-y	insomnia		true	Mega	Uber
384	Mega-Rayquaza	Rayquaza	Mega Rayquaza	Dragon	Flying	780	105	180	100	180	100	115	3	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0384_01.png	rayquaza-mega	delta-stream		true	Mega	Uber
